ID,NPGS site,Type of site,variable,emission,year,value
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp370,2021-2040,90.91666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp585,2021-2040,91.33333587646484
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp126,2041-2060,95.33333587646484
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp245,2041-2060,94.58333587646484
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp370,2041-2060,92.66666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp585,2041-2060,94.66666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp126,2061-2080,95.83333587646484
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp245,2061-2080,94.75
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp370,2061-2080,95.33333587646484
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp585,2061-2080,97.83333587646484
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp126,2081-2100,96.16666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp245,2081-2100,98.58333587646484
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp370,2081-2100,99.16666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp585,2081-2100,99.91666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp126,2021-2040,21.96666717529297
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp245,2021-2040,21.758333206176758
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp370,2021-2040,21.891666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp585,2021-2040,22.141666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp126,2041-2060,22.5
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp245,2041-2060,22.825000762939453
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp370,2041-2060,23.191667556762695
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp585,2041-2060,23.424999237060547
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp126,2061-2080,22.941665649414063
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp245,2061-2080,23.41666603088379
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp370,2061-2080,24.25
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp585,2061-2080,24.96666717529297
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp126,2081-2100,22.924999237060547
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp245,2081-2100,24.008333206176758
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp370,2081-2100,25.691667556762695
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,ssp585,2081-2100,26.950000762939453
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp126,2021-2040,10.133333206176758
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp245,2021-2040,10.041666984558105
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp370,2021-2040,10.125
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp585,2021-2040,10.300000190734863
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp126,2041-2060,10.716666221618652
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp245,2041-2060,11
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp370,2041-2060,11.333333969116211
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp585,2041-2060,11.516666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp126,2061-2080,11.141666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp245,2061-2080,11.641666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp370,2061-2080,12.324999809265137
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp585,2061-2080,12.975000381469727
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp126,2081-2100,11.183333396911621
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp245,2081-2100,12.158333778381348
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp370,2081-2100,13.741666793823242
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,ssp585,2081-2100,14.75
19,"Central Ferry, WA",Associated with Pullman,prec,historic,1970-2000,32.41666793823242
19,"Central Ferry, WA",Associated with Pullman,tmax,historic,1970-2000,17.68866729736328
19,"Central Ferry, WA",Associated with Pullman,tmin,historic,1970-2000,4.353333473205566
19,"Central Ferry, WA",Associated with Pullman,prec,ssp126,2021-2040,33.83333206176758
19,"Central Ferry, WA",Associated with Pullman,prec,ssp245,2021-2040,33.16666793823242
19,"Central Ferry, WA",Associated with Pullman,prec,ssp370,2021-2040,33.16666793823242
19,"Central Ferry, WA",Associated with Pullman,prec,ssp585,2021-2040,34.16666793823242
19,"Central Ferry, WA",Associated with Pullman,prec,ssp126,2041-2060,34.08333206176758
19,"Central Ferry, WA",Associated with Pullman,prec,ssp245,2041-2060,34.08333206176758
19,"Central Ferry, WA",Associated with Pullman,prec,ssp370,2041-2060,34
19,"Central Ferry, WA",Associated with Pullman,prec,ssp585,2041-2060,33.91666793823242
19,"Central Ferry, WA",Associated with Pullman,prec,ssp126,2061-2080,34.5
19,"Central Ferry, WA",Associated with Pullman,prec,ssp245,2061-2080,35.08333206176758
19,"Central Ferry, WA",Associated with Pullman,prec,ssp370,2061-2080,34.75
19,"Central Ferry, WA",Associated with Pullman,prec,ssp585,2061-2080,34.41666793823242
19,"Central Ferry, WA",Associated with Pullman,prec,ssp126,2081-2100,35.25
19,"Central Ferry, WA",Associated with Pullman,prec,ssp245,2081-2100,35.75
19,"Central Ferry, WA",Associated with Pullman,prec,ssp370,2081-2100,35.75
19,"Central Ferry, WA",Associated with Pullman,prec,ssp585,2081-2100,36
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp126,2021-2040,19.95833396911621
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp245,2021-2040,20
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp370,2021-2040,20.200000762939453
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp585,2021-2040,20.350000381469727
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp126,2041-2060,20.924999237060547
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp245,2041-2060,21.108333587646484
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp370,2041-2060,21.274999618530273
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp585,2041-2060,21.649999618530273
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp126,2061-2080,21.20833396911621
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp245,2061-2080,21.84166717529297
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp370,2061-2080,22.633333206176758
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp585,2061-2080,23.58333396911621
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp126,2081-2100,21.366666793823242
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp245,2081-2100,22.424999237060547
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp370,2081-2100,24.183332443237305
19,"Central Ferry, WA",Associated with Pullman,tmax,ssp585,2081-2100,25.475000381469727
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp126,2021-2040,6.191666603088379
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp245,2021-2040,6.1666669845581055
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp370,2021-2040,6.391666412353516
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp585,2021-2040,6.625
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp126,2041-2060,7.008333206176758
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp245,2041-2060,7.258333206176758
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp370,2041-2060,7.441666603088379
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp585,2041-2060,7.708333492279053
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp126,2061-2080,7.316666603088379
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp245,2061-2080,7.991666793823242
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp370,2061-2080,8.77500057220459
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp585,2061-2080,9.5
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp126,2081-2100,7.425000190734863
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp245,2081-2100,8.491666793823242
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp370,2081-2100,10.133333206176758
19,"Central Ferry, WA",Associated with Pullman,tmin,ssp585,2081-2100,11.274999618530273
20,"Prosser, WA",Associated with Pullman,prec,historic,1970-2000,16.16666603088379
20,"Prosser, WA",Associated with Pullman,tmax,historic,1970-2000,17.560333251953125
20,"Prosser, WA",Associated with Pullman,tmin,historic,1970-2000,4.066333293914795
20,"Prosser, WA",Associated with Pullman,prec,ssp126,2021-2040,16.66666603088379
20,"Prosser, WA",Associated with Pullman,prec,ssp245,2021-2040,16.41666603088379
20,"Prosser, WA",Associated with Pullman,prec,ssp370,2021-2040,16.25
20,"Prosser, WA",Associated with Pullman,prec,ssp585,2021-2040,16.66666603088379
20,"Prosser, WA",Associated with Pullman,prec,ssp126,2041-2060,16.66666603088379
20,"Prosser, WA",Associated with Pullman,prec,ssp245,2041-2060,16.66666603088379
20,"Prosser, WA",Associated with Pullman,prec,ssp370,2041-2060,16.75
20,"Prosser, WA",Associated with Pullman,prec,ssp585,2041-2060,16.33333396911621
20,"Prosser, WA",Associated with Pullman,prec,ssp126,2061-2080,17
20,"Prosser, WA",Associated with Pullman,prec,ssp245,2061-2080,17.16666603088379
20,"Prosser, WA",Associated with Pullman,prec,ssp370,2061-2080,16.83333396911621
20,"Prosser, WA",Associated with Pullman,prec,ssp585,2061-2080,16.5
20,"Prosser, WA",Associated with Pullman,prec,ssp126,2081-2100,17.25
20,"Prosser, WA",Associated with Pullman,prec,ssp245,2081-2100,17.16666603088379
20,"Prosser, WA",Associated with Pullman,prec,ssp370,2081-2100,17.08333396911621
20,"Prosser, WA",Associated with Pullman,prec,ssp585,2081-2100,17.16666603088379
20,"Prosser, WA",Associated with Pullman,tmax,ssp126,2021-2040,19.825000762939453
20,"Prosser, WA",Associated with Pullman,tmax,ssp245,2021-2040,19.825000762939453
20,"Prosser, WA",Associated with Pullman,tmax,ssp370,2021-2040,20.008333206176758
20,"Prosser, WA",Associated with Pullman,tmax,ssp585,2021-2040,20.200000762939453
20,"Prosser, WA",Associated with Pullman,tmax,ssp126,2041-2060,20.808334350585938
20,"Prosser, WA",Associated with Pullman,tmax,ssp245,2041-2060,20.950000762939453
20,"Prosser, WA",Associated with Pullman,tmax,ssp370,2041-2060,21.100000381469727
20,"Prosser, WA",Associated with Pullman,tmax,ssp585,2041-2060,21.483333587646484
20,"Prosser, WA",Associated with Pullman,tmax,ssp126,2061-2080,21.08333396911621
20,"Prosser, WA",Associated with Pullman,tmax,ssp245,2061-2080,21.725000381469727
20,"Prosser, WA",Associated with Pullman,tmax,ssp370,2061-2080,22.45833396911621
20,"Prosser, WA",Associated with Pullman,tmax,ssp585,2061-2080,23.391666412353516
20,"Prosser, WA",Associated with Pullman,tmax,ssp126,2081-2100,21.25
20,"Prosser, WA",Associated with Pullman,tmax,ssp245,2081-2100,22.316665649414063
20,"Prosser, WA",Associated with Pullman,tmax,ssp370,2081-2100,24
20,"Prosser, WA",Associated with Pullman,tmax,ssp585,2081-2100,25.266666412353516
20,"Prosser, WA",Associated with Pullman,tmin,ssp126,2021-2040,5.849999904632568
20,"Prosser, WA",Associated with Pullman,tmin,ssp245,2021-2040,5.816666603088379
20,"Prosser, WA",Associated with Pullman,tmin,ssp370,2021-2040,6.0333333015441895
20,"Prosser, WA",Associated with Pullman,tmin,ssp585,2021-2040,6.258333206176758
20,"Prosser, WA",Associated with Pullman,tmin,ssp126,2041-2060,6.675000190734863
20,"Prosser, WA",Associated with Pullman,tmin,ssp245,2041-2060,6.891666889190674
20,"Prosser, WA",Associated with Pullman,tmin,ssp370,2041-2060,7.0416669845581055
20,"Prosser, WA",Associated with Pullman,tmin,ssp585,2041-2060,7.333333492279053
20,"Prosser, WA",Associated with Pullman,tmin,ssp126,2061-2080,6.9666666984558105
20,"Prosser, WA",Associated with Pullman,tmin,ssp245,2061-2080,7.608333587646484
20,"Prosser, WA",Associated with Pullman,tmin,ssp370,2061-2080,8.283333778381348
20,"Prosser, WA",Associated with Pullman,tmin,ssp585,2061-2080,9.016666412353516
20,"Prosser, WA",Associated with Pullman,tmin,ssp126,2081-2100,7.058333396911621
20,"Prosser, WA",Associated with Pullman,tmin,ssp245,2081-2100,8.108333587646484
20,"Prosser, WA",Associated with Pullman,tmin,ssp370,2081-2100,9.641667366027832
20,"Prosser, WA",Associated with Pullman,tmin,ssp585,2081-2100,10.766666412353516
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,historic,1970-2000,141.8333282470703
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,historic,1970-2000,31.33333396911621
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,historic,1970-2000,18.773332595825195
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp126,2021-2040,141.0833282470703
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp245,2021-2040,136.1666717529297
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp370,2021-2040,138
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp585,2021-2040,137.6666717529297
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp126,2041-2060,142.75
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp245,2041-2060,133.1666717529297
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp370,2041-2060,131.1666717529297
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp585,2041-2060,129.1666717529297
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp126,2061-2080,138.5833282470703
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp245,2061-2080,139.3333282470703
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp370,2061-2080,125.58333587646484
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp585,2061-2080,120.5
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp126,2081-2100,143.75
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp245,2081-2100,135.8333282470703
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp370,2081-2100,112.33333587646484
21,"Isabela, Puerto Rico",Associated with Mayaguez,prec,ssp585,2081-2100,107
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp126,2021-2040,32.59166717529297
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp245,2021-2040,32.61666488647461
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp370,2021-2040,32.57500076293945
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp585,2021-2040,32.69166564941406
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp126,2041-2060,33.025001525878906
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp245,2041-2060,33.233333587646484
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp370,2041-2060,33.30833435058594
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp585,2041-2060,33.525001525878906
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp126,2061-2080,33.108333587646484
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp245,2061-2080,33.708335876464844
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp370,2061-2080,34.13333511352539
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp585,2061-2080,34.583335876464844
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp126,2081-2100,33.125
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp245,2081-2100,34.04999923706055
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp370,2081-2100,34.95000076293945
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmax,ssp585,2081-2100,35.724998474121094
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp126,2021-2040,20.024999618530273
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp245,2021-2040,20.024999618530273
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp370,2021-2040,20.024999618530273
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp585,2021-2040,20.125
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp126,2041-2060,20.450000762939453
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp245,2041-2060,20.65833282470703
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp370,2041-2060,20.758333206176758
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp585,2041-2060,20.933334350585938
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp126,2061-2080,20.54166603088379
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp245,2061-2080,21.141666412353516
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp370,2061-2080,21.54166603088379
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp585,2061-2080,22.008333206176758
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp126,2081-2100,20.57499885559082
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp245,2081-2100,21.475000381469727
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp370,2081-2100,22.34166717529297
21,"Isabela, Puerto Rico",Associated with Mayaguez,tmin,ssp585,2081-2100,23.075000762939453
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,historic,1970-2000,94.5
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,historic,1970-2000,29.881000518798828
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,historic,1970-2000,22.70833396911621
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp126,2021-2040,93.33333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp245,2021-2040,90.33333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp370,2021-2040,92.25
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp585,2021-2040,91.66666412353516
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp126,2041-2060,94.83333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp245,2041-2060,90.83333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp370,2041-2060,87.75
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp585,2041-2060,86.41666412353516
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp126,2061-2080,91.25
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp245,2061-2080,91.66666412353516
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp370,2061-2080,83.33333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp585,2061-2080,80.5
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp126,2081-2100,95.33333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp245,2081-2100,89.5
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp370,2081-2100,76.91666412353516
22,"St Croix, Virgin Islands",Associated with Mayaguez,prec,ssp585,2081-2100,72.25
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp126,2021-2040,31.125
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp245,2021-2040,31.125
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp370,2021-2040,31.100000381469727
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp585,2021-2040,31.233333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp126,2041-2060,31.54166603088379
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp245,2041-2060,31.733333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp370,2041-2060,31.79166603088379
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp585,2041-2060,32
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp126,2061-2080,31.600000381469727
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp245,2061-2080,32.18333435058594
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp370,2061-2080,32.58333206176758
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp585,2061-2080,33.016666412353516
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp126,2081-2100,31.649999618530273
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp245,2081-2100,32.53333282470703
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp370,2081-2100,33.358333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmax,ssp585,2081-2100,34.099998474121094
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp126,2021-2040,23.941665649414063
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp245,2021-2040,23.96666717529297
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp370,2021-2040,23.941665649414063
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp585,2021-2040,24.049999237060547
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp126,2041-2060,24.358333587646484
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp245,2041-2060,24.575000762939453
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp370,2041-2060,24.65833282470703
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp585,2041-2060,24.84166717529297
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp126,2061-2080,24.45833396911621
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp245,2061-2080,25.04166603088379
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp370,2061-2080,25.433332443237305
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp585,2061-2080,25.891666412353516
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp126,2081-2100,24.475000381469727
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp245,2081-2100,25.375
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp370,2081-2100,26.225000381469727
22,"St Croix, Virgin Islands",Associated with Mayaguez,tmin,ssp585,2081-2100,26.975000381469727
23,"Thermal, CA",Associated with Riverside,prec,historic,1970-2000,7.583333492279053
23,"Thermal, CA",Associated with Riverside,tmax,historic,1970-2000,31.389665603637695
23,"Thermal, CA",Associated with Riverside,tmin,historic,1970-2000,14.177666664123535
23,"Thermal, CA",Associated with Riverside,prec,ssp126,2021-2040,7.5
23,"Thermal, CA",Associated with Riverside,prec,ssp245,2021-2040,7.5
23,"Thermal, CA",Associated with Riverside,prec,ssp370,2021-2040,7.5
23,"Thermal, CA",Associated with Riverside,prec,ssp585,2021-2040,7.416666507720947
23,"Thermal, CA",Associated with Riverside,prec,ssp126,2041-2060,7.583333492279053
23,"Thermal, CA",Associated with Riverside,prec,ssp245,2041-2060,7.833333492279053
23,"Thermal, CA",Associated with Riverside,prec,ssp370,2041-2060,7.416666507720947
23,"Thermal, CA",Associated with Riverside,prec,ssp585,2041-2060,7.916666507720947
23,"Thermal, CA",Associated with Riverside,prec,ssp126,2061-2080,8.083333015441895
23,"Thermal, CA",Associated with Riverside,prec,ssp245,2061-2080,7.916666507720947
23,"Thermal, CA",Associated with Riverside,prec,ssp370,2061-2080,8.166666984558105
23,"Thermal, CA",Associated with Riverside,prec,ssp585,2061-2080,8
23,"Thermal, CA",Associated with Riverside,prec,ssp126,2081-2100,7.583333492279053
23,"Thermal, CA",Associated with Riverside,prec,ssp245,2081-2100,7.5
23,"Thermal, CA",Associated with Riverside,prec,ssp370,2081-2100,8.25
23,"Thermal, CA",Associated with Riverside,prec,ssp585,2081-2100,8
23,"Thermal, CA",Associated with Riverside,tmax,ssp126,2021-2040,33.483333587646484
23,"Thermal, CA",Associated with Riverside,tmax,ssp245,2021-2040,33.44166564941406
23,"Thermal, CA",Associated with Riverside,tmax,ssp370,2021-2040,33.599998474121094
23,"Thermal, CA",Associated with Riverside,tmax,ssp585,2021-2040,33.61666488647461
23,"Thermal, CA",Associated with Riverside,tmax,ssp126,2041-2060,34.125
23,"Thermal, CA",Associated with Riverside,tmax,ssp245,2041-2060,34.275001525878906
23,"Thermal, CA",Associated with Riverside,tmax,ssp370,2041-2060,34.516666412353516
23,"Thermal, CA",Associated with Riverside,tmax,ssp585,2041-2060,34.525001525878906
23,"Thermal, CA",Associated with Riverside,tmax,ssp126,2061-2080,34.25833511352539
23,"Thermal, CA",Associated with Riverside,tmax,ssp245,2061-2080,34.775001525878906
23,"Thermal, CA",Associated with Riverside,tmax,ssp370,2061-2080,35.375
23,"Thermal, CA",Associated with Riverside,tmax,ssp585,2061-2080,36.141666412353516
23,"Thermal, CA",Associated with Riverside,tmax,ssp126,2081-2100,34.44166564941406
23,"Thermal, CA",Associated with Riverside,tmax,ssp245,2081-2100,35.34166717529297
23,"Thermal, CA",Associated with Riverside,tmax,ssp370,2081-2100,36.63333511352539
23,"Thermal, CA",Associated with Riverside,tmax,ssp585,2081-2100,37.75
23,"Thermal, CA",Associated with Riverside,tmin,ssp126,2021-2040,16.108333587646484
23,"Thermal, CA",Associated with Riverside,tmin,ssp245,2021-2040,16.049999237060547
23,"Thermal, CA",Associated with Riverside,tmin,ssp370,2021-2040,16.274999618530273
23,"Thermal, CA",Associated with Riverside,tmin,ssp585,2021-2040,16.266666412353516
23,"Thermal, CA",Associated with Riverside,tmin,ssp126,2041-2060,16.825000762939453
23,"Thermal, CA",Associated with Riverside,tmin,ssp245,2041-2060,17.08333396911621
23,"Thermal, CA",Associated with Riverside,tmin,ssp370,2041-2060,17.19999885559082
23,"Thermal, CA",Associated with Riverside,tmin,ssp585,2041-2060,17.424999237060547
23,"Thermal, CA",Associated with Riverside,tmin,ssp126,2061-2080,16.983333587646484
23,"Thermal, CA",Associated with Riverside,tmin,ssp245,2061-2080,17.641666412353516
23,"Thermal, CA",Associated with Riverside,tmin,ssp370,2061-2080,18.358333587646484
23,"Thermal, CA",Associated with Riverside,tmin,ssp585,2061-2080,19.16666603088379
23,"Thermal, CA",Associated with Riverside,tmin,ssp126,2081-2100,17.024999618530273
23,"Thermal, CA",Associated with Riverside,tmin,ssp245,2081-2100,18.049999237060547
23,"Thermal, CA",Associated with Riverside,tmin,ssp370,2081-2100,19.741666793823242
23,"Thermal, CA",Associated with Riverside,tmin,ssp585,2081-2100,20.850000381469727
24,"Irvine, CA",Associated with Riverside,prec,historic,1970-2000,29.33333396911621
24,"Irvine, CA",Associated with Riverside,tmax,historic,1970-2000,23.8266658782959
24,"Irvine, CA",Associated with Riverside,tmin,historic,1970-2000,11.381333351135254
24,"Irvine, CA",Associated with Riverside,prec,ssp126,2021-2040,29.08333396911621
24,"Irvine, CA",Associated with Riverside,prec,ssp245,2021-2040,28.66666603088379
24,"Irvine, CA",Associated with Riverside,prec,ssp370,2021-2040,28.75
24,"Irvine, CA",Associated with Riverside,prec,ssp585,2021-2040,28.75
